title,authors,average_rating,isbn,isbn13,publication_date,publisher
Come to Grief (Sid Halley  #3),Dick Francis,4.01,0425207188,9780425207185,12/6/2005,G.P. Putnam's Sons
The Dick Francis Treasury of Great Racing Stories,Dick Francis/John Welcome,3.79,0449220494,9780449220498,3/22/1992,Fawcett
Walt Disney's Peter Pan (A Little Golden Book),Walt Disney Company/Al Dempster,4.39,0736402381,9780736402385,1/23/2007,Golden/Disney
The Writer of Modern Life: Essays on Charles Baudelaire,Walter Benjamin/Michael W. Jennings/Rodney Livingstone/Edmund F.N. Jephcott/Harry Zohn/Howard Eiland,4.3,0674022874,9780674022874,11/1/2006,Belknap Press
The Atom Station,Halldór Laxness/Magnus Magnusson,3.55,0099455153,9780099455158,3/4/2004,Vintage Classics
Why Did the Soviet Union Collapse?: Understanding Historical Change,Robert W. Strayer,3.44,0765600048,9780765600042,5/21/1998,Routledge
The Aeneid,Virgil/Robert Fitzgerald,3.84,0679413359,9780679413356,6/30/1992,Everyman's Library
Under the Banner of Heaven: A Story of Violent Faith,Jon Krakauer,4.0,1400032806,9781400032808,7/10/2003,Anchor Books
Gray Matter and Other Stories from Night Shift,Stephen King/John  Glover,3.93,055347183X,9780553471830,8/1/1993,Random House Audio
The Book of Lost Tales  Part One (The History of Middle-Earth  #1),J.R.R. Tolkien/Christopher Tolkien,3.83,0345375211,9780345375216,6/1/1992,Del Rey/Ballantine Books
Running in Heels,Anna Maxted,3.53,0060988258,9780060988258,5/28/2002,William Morrow Paperbacks
The Rise of Theodore Roosevelt,Edmund Morris,4.23,0375756787,9780375756788,11/20/2001,Random House Trade Paperbacks
House of Meetings,Martin Amis,3.41,1400044553,9781400044559,1/16/2007,Alfred A. Knopf
The Far Side of Evil,Sylvia Engdahl,3.98,0142402931,9780142402931,1/13/2005,Firebird
Henry IV  Parts I & II,William Shakespeare/Ronald K. Levao,3.85,032118274X,9780321182746,12/1/2006,Pearson
The Annotated Waste Land with Eliot's Contemporary Prose,T.S. Eliot/Lawrence Rainey,4.11,0300119941,9780300119947,8/28/2006,Yale University Press
Todo está iluminado,Jonathan Safran Foer,3.9,8497930975,9788497930970,11/30/2007,DeBolsillo
Dragons of Winter Night (Dragonlance: Chronicles #2),Margaret Weis/Tracy Hickman,4.12,0786930675,9780786930678,7/1/2003,Wizards of the Coast
The Secret Seven (The Secret Seven  #1),Enid Blyton,3.87,0340917547,9780340917541,4/20/2006,Hodder
Photos of the Gods: The Printed Image and Political Struggle in India,Christopher Pinney,3.96,1861891849,9781861891846,2/4/2004,Reaktion Books
By the Light of the Green Star (Green Star  #3),Lin Carter,3.53,0879971207,9780879971205,7/16/1974,DAW
The Radical Right & the Murder of John F. Kennedy: Stunning Evidence in the Assassination of the President,Harrison Edward Livingstone,3.22,1412040558,9781412040556,10/6/2004,Trafford Publishing
River Of Ruin (Philip Mercer  #5),Jack Du Brul,4.19,0451410548,9780451410542,12/3/2002,Onyx Books
The Will to Believe  Human Immortality and Other Essays in Popular Philosophy,William  James,4.07,0486202917,9780486202914,6/1/1956,Dover Publications
Blackberry Wine,Joanne Harris,3.8,0552998001,9780552998000,4/1/2001,Black Swan
The Mystery at the Moss-covered Mansion (Nancy Drew Mystery Stories  #18),Carolyn Keene/Russell H. Tandy/Mildred Benson,3.89,1557092648,9781557092649,2/1/2003,Applewood Books
How To Have A Beautiful Mind,Edward de Bono,3.62,0091894603,9780091894603,6/3/2004,Vermilion
Heart of Darkness,Joseph Conrad,3.42,1599869500,9781599869506,9/24/2006,Filiquarian Publishing  LLC.
Deep Storm (Jeremy Logan  #1),Lincoln Child,3.87,0385515502,9780385515504,3/15/2007,Doubleday Books
Faerie Tale,Raymond E. Feist,3.88,0586071393,9780586071397,11/15/1989,Voyager
I Heard That Song Before,Mary Higgins Clark,3.82,0743264916,9780743264914,4/3/2007,Simon & Schuster
La Maison des feuilles,Mark Z. Danielewski/Christophe Claro,4.1,2207252000,9782207252000,8/29/2002,Denoël
Orion (Orion  #1),Ben Bova,3.72,0812532473,9780812532470,12/15/1992,Tor Science Fiction
ツバサ-RESERVoir CHRoNiCLE- 7,CLAMP,4.29,4063634167,9784063634167,8/17/2004,講談社
The Control of Nature,John McPhee,4.24,0374522596,9780374522599,9/1/1990,Farrar  Straus and Giroux
Bravo Two Zero,Andy McNab,4.09,0552153575,9780552153577,11/1/2005,Corgi
The Eyes of Heisenberg,Frank Herbert,3.43,0765342529,9780765342522,9/16/2002,Tor Books
Dragons of the Highlord Skies (Dragonlance: The Lost Chronicles  #2),Margaret Weis/Tracy Hickman,4.05,0786943335,9780786943333,10/23/2007,Wizards of the Coast
Vanishing Acts,Jodi Picoult,3.69,0743454553,9780743454551,11/15/2005,Washington Square Press
The Well of Lost Plots (Thursday Next #3),Jasper Fforde,4.1,0143034359,9780143034353,8/3/2004,Penguin Books
Ocean Star Express,Mark Haddon/Peter   Sutton,3.57,000664600X,9780006646006,7/1/2002,HarperCollins UK
In the Shadow of the Warlock Lord (The Sword of Shannara  #1),Terry Brooks,4.06,0345461460,9780345461469,8/5/2009,Del Rey
Job: A Comedy of Justice,Robert A. Heinlein,3.78,0345316509,9780345316509,10/12/1985,Del Rey
Chocolate and the Art of Low-Fat Desserts,Alice Medrich,4.0,044651666X,9780446516662,10/28/1994,Warner Books (NY)
When We Meet Again (Effingtons  #10),Victoria Alexander,3.87,0060593199,9780060593193,5/24/2005,Avon
The Price of the Ticket: Collected Nonfiction  1948-1985,James Baldwin,4.7,0312643063,9780312643065,9/15/1985,St. Martin's Press
The Republic,Plato/Desmond Lee/Maria Helena da Rocha Pereira/Benjamin Jowett,3.94,0140449140,9780140449143,2/25/2003,Penguin Classics
Expository Writing: Mini-Lessons * Strategies * Activities,Tara McCarthy/Drew Hires/Jaime Lucero/Vincent Ceci,4.33,0590103873,9780590103879,4/1/1998,Teaching Resources
Classical Drawing Atelier: A Contemporary Guide to Traditional Studio Practice,Juliette Aristides,4.12,0823006573,9780823006571,11/1/2006,Watson-Guptill
The Idiot,Fyodor Dostoyevsky/Constance Garnett/Joseph Frank,4.18,1593080581,9781593080587,1/16/2004,Barnes  Noble Classics
A Power Governments Cannot Suppress,Howard Zinn,4.27,0872864758,9780872864757,12/1/2006,City Lights Publishers
FINAL FANTASY X Official Strategy Guide,Dan Birlew,4.29,0744001404,9780744001402,12/17/2001,BradyGames
The Boys of Everest: Chris Bonington and the Tragedy of Climbing's Greatest Generation,Clint Willis,3.86,0786715790,9780786715794,9/14/2006,Carroll & Graf Publishers
My Dirty Thirties: Romantic Hedonism,Kelly  Carr,3.0,1932420347,9781932420340,7/1/2004,New Tradition Books
The Fall,Albert Camus/Justin O'Brien,4.04,0679720227,9780679720225,5/7/1991,Vintage
The Town,William Faulkner,4.1,0394701844,9780394701844,2/12/1961,Vintage Books
Homecoming (Tillerman Cycle  #1),Cynthia Voigt,3.94,0689851324,9780689851322,8/1/2002,Simon Pulse
The Portable Faulkner,William Faulkner/Malcolm Cowley,4.29,014243728X,9780142437285,2/25/2003,Penguin Books
Ulysses Found,Ernle Bradford,4.07,0750937254,9780750937252,2/1/2005,History Press Ltd
A Dance to the Music of Time: 3rd Movement (A Dance to the Music of Time  #7-9),Anthony Powell,4.26,0226677176,9780226677170,5/31/1995,University of Chicago Press
Hickory Dickory Dock (Hercule Poirot  #32),Agatha Christie/Hugh Fraser,3.75,1572705647,9781572705647,12/7/2006,AudioGO
Sorrow's Anthem (Lincoln Perry  #2),Michael Koryta,3.89,0312936605,9780312936600,1/2/2007,St. Martin's Paperbacks
The O. Henry Prize Stories 2003,Laura Furman/David Guterson/Diane Johnson/Jennifer Egan,3.78,1400031311,9781400031313,9/9/2003,Random House Value Publishing
The Organized Student: Teaching Children the Skills for Success in School and Beyond,Donna Goldberg/Jennifer Zwiebel,3.82,0743270207,9780743270205,7/5/2005,Touchstone
Pride and Prejudice,Jane Austen,4.26,0192802380,9780192802385,2/11/2004,Oxford University Press
The Chocolate-Covered Contest (Nancy Drew  #151),Carolyn Keene,3.89,067103443X,9780671034436,9/1/1999,Aladdin
Conversations with Kurt Vonnegut,William Rodney Allen/Kurt Vonnegut Jr.,4.05,0878053573,9780878053575,1/1/1988,University Press of Mississippi
CliffsNotes on Shakespeare's Twelfth Night,James Lamar Roberts/CliffsNotes/William Shakespeare,4.16,0822000946,9780822000945,9/20/1960,Cliffs Notes
Gefahr im Roten Meer (Treason's Harbour) (Aubrey/Maturin Book 9),Patrick O'Brian,4.38,3548254357,9783548254357,5/1/2002,Ullstein Tb
Sister Freaks: Stories of Women Who Gave Up Everything for God,Rebecca St. James/Mary E. DeMuth/Tracey Lawrence/Elizabeth Jusino,4.12,0446695602,9780446695602,10/5/2005,FaithWords
Spider Mountain (Cam Richter  #2),P.T. Deutermann,3.92,031233379X,9780312333799,12/26/2006,St. Martin's Press
Only the Ring Finger Knows,Satoru Kannagi/Hotaru Odagiri/Sachiko Sato,4.1,1569709807,9781569709801,8/1/2004,Digital Manga Publishing
The Fantasy Writer's Assistant and Other Stories,Jeffrey Ford,4.09,193084610X,9781930846104,8/1/2002,Golden Gryphon Press
A Song Of Stone,Iain Banks,3.17,0316640166,9780316640169,1/1/2009,Little Brown
Death Of A Blue Movie Star (Rune  #2),Jeffery Deaver,3.53,055358295X,9780553582956,10/31/2000,Bantam
Hamlet's Dresser: A Memoir,Bob      Smith,3.74,0684852705,9780684852706,2/1/2003,Scribner
Alice's Adventures in Wonderland and Through the Looking Glass,Lewis Carroll/John Tenniel/Tan Lin,4.07,1593080158,9781593080150,12/15/2003,Barnes & Noble Classics
Lioness Rampant (Song of the Lioness  #4),Tamora Pierce,4.28,0689878575,9780689878572,1/1/2005,Simon Pulse
Night of Long Shadows (Eberron: Inquisitives  #2),Paul Crilley,3.65,0786942703,9780786942701,5/8/2007,Wizards of the Coast
The SFWA Grand Masters 3,Frederik Pohl/Lester del Rey/Damon Knight/A.E. van Vogt/Jack Vance,4.02,0312868774,9780312868772,6/23/2001,Tor Books
JoJo's Bizarre Adventure  Vol. 7 (Stardust Crusaders  #7),Hirohiko Araki,4.42,1421510782,9781421510781,4/3/2007,VIZ Media
Kisscut (Grant County  #2),Karin Slaughter,4.09,0060534044,9780060534042,9/30/2003,HarperTorch
The Devil's Feather,Minette Walters,3.63,0307264629,9780307264626,8/22/2006,Alfred A. Knopf
Bleach  Volume 01,Tite Kubo,4.22,1591164419,9781591164418,5/19/2004,VIZ Media LLC
Cross Stitch (Outlander  #1),Diana Gabaldon,4.23,0099911701,9780099911708,3/3/1994,Arrow Books
Fiddler Fair,Mercedes Lackey,3.9,0671878662,9780671878665,3/1/1998,Baen
The J.R.R. Tolkien Companion and Guide,Christina Scull/Wayne G. Hammond,4.64,0618391134,9780618391134,11/2/2006,Houghton Mifflin Harcourt
Galapagos: A Natural History,Michael H. Jackson,3.88,1895176409,9781895176407,6/30/1994,University of Calgary Press
Here We All Are,Ram Dass/Richard Alpert,4.21,1401910440,9781401910440,12/15/2005,Hay House
Moments of Being: A Collection of Autobiographical Writing,Virginia Woolf/Jeanne Schulkind,4.26,0156619180,9780156619189,8/23/1985,Mariner Books
Media Unlimited: How the Torrent of Images & Sounds Overwhelms Our Lives,Todd Gitlin,3.55,0805072837,9780805072839,1/6/2003,Picador
Trainspotting,Murray Smith,4.03,0851708706,9780851708706,3/29/2002,British Film Institute
Heather The Violet Fairy (Rainbow Magic  #7),Daisy Meadows/Georgie Ripper,3.86,0439746868,9780439746861,2/1/2006,Scholastic Paperbacks
Nausicaä of the Valley of the Wind  Vol. 4 (Nausicaä of the Valley of the Wind  #4),Hayao Miyazaki/David Lewis/Toren Smith/Kaori Inoue/Joe Yamazaki/Walden Wong/Izumi Evers,4.59,1591163528,9781591163527,6/2/2004,VIZ Media
Breaking Free from Compulsive Eating,Geneen Roth,4.01,0452270847,9780452270848,9/1/1993,Plume
Thus Spake the Corpse: An Exquisite Corpse Reader 1988-98 Vol 1 Poetry & Essays,Andrei Codrescu/Laura Rosenthal,3.83,1574231006,9781574231007,7/1/1999,Black Sparrow Press
Castle of Wizardry (The Belgariad  #4),David Eddings,4.16,0552148105,9780552148108,9/21/1984,Corgi
Every Man a Tiger: The Gulf War Air Campaign (Commanders),Tom Clancy/Chuck Horner,3.75,0425207366,9780425207369,12/6/2005,Berkley Books
Summer of my German Soldier,Bette Greene,3.68,0142406511,9780142406519,4/20/2006,Puffin Books
The Bluebird and the Sparrow (Women of the West  #10),Janette Oke,3.83,0764202537,9780764202537,8/1/2006,Bethany House Publishers
Beatrix Potter's Journal,Beatrix Potter,4.36,0723258058,9780723258056,10/19/2006,Warne
Another Day in Paradise: The Fourth Sherman's Lagoon Collection,Jim Toomey,4.35,0740720120,9780740720123,9/6/2001,Andrews McMeel Publishing
El amor en los tiempos del cólera,Gabriel García Márquez,3.91,8467204362,9788467204360,1/1/1985,Círculo de Lectores
Small Gods (Discworld  #13),Terry Pratchett,4.29,0552152978,9780552152976,8/1/2005,Corgi
Golding's Lord of the Flies (Cliffs Notes),Maureen Kelly/CliffsNotes/William Golding,3.95,0764585975,9780764585975,6/13/2000,Cliffs Notes
The Mambo Kings Play Songs of Love,Oscar Hijuelos,3.68,0060845309,9780060845308,7/5/2005,Harper Perennial
The Campfire Collection: Spine-tingling Tales to Tell in the Dark,Eric B. Martin/George R. Stewart/Peter Matthiessen/Robert W. Service/Judith M. Brueske/Anthony Boucher/Tobias Wolff/John Long/Frank Norris/Beryl Bainbridge/Greg Child/Marc Reisner/Haruki Murakami/Jack London/Edgar Allan Poe/Paul Bowles/Larry Kanuit,3.22,0811824543,9780811824545,3/1/2000,Chronicle Books
Synthetic Men of Mars (Barsoom  #9),Edgar Rice Burroughs,3.78,0345339304,9780345339300,1/12/1980,Del Rey
The Rattle-Rat,Janwillem van de Wetering,3.97,1569471037,9781569471036,7/1/2003,Soho Press
Hot Chocolate for the Mystical Lover: 101 True Stories of Soul Mates Brought Together by Divine Intervention,Arielle Ford/Deepak Chopra,4.08,0452282179,9780452282179,1/1/2001,Plume
First Snow on Fuji,Yasunari Kawabata/Michael Emmerich,3.85,1582431051,9781582431055,10/12/1999,Counterpoint
The Beatles: The Biography,Bob Spitz,4.15,0316013315,9780316013314,10/10/2005,Little Brown
Street Magic (The Circle Opens  #2),Tamora Pierce,4.15,0590396439,9780590396431,11/15/2006,Scholastic
The House on Mango Street,Sandra Cisneros,3.63,0739322796,9780739322796,8/30/2005,Random House Audio
I Can Fly,Ruth Krauss/Mary Blair,4.24,0307001466,9780307001467,9/9/2003,Golden Books
Reading Greek Tragedy,Simon Goldhill,4.12,0521315794,9780521315791,8/5/1986,Cambridge University Press
The Lord of the Rings / The Hobbit,J.R.R. Tolkien,4.59,0007144083,9780007144082,10/7/2002,Collins Modern Classics
Leviathan,Thomas Hobbes/Edwin M. Curley,3.7,0872201775,9780872201774,3/1/1994,Hackett Publishing Company  Inc.
The Historian,Elizabeth Kostova/Paul Michael/Justine Eyre,3.78,1415929017,9781415929018,12/13/2005,Books on Tape
Rachel Field's Hitty: Her First Hundred Years,Rosemary Wells/Susan Jeffers/Rachel Field,4.0,0689817169,9780689817168,10/1/1999,Simon & Schuster
鋼の錬金術師 8 (Fullmetal Alchemist 8),Hiromu Arakawa,4.57,4757512309,9784757512306,7/22/2004,ガンガンコミックス
Chance (Spenser  #23),Robert B. Parker/Burt Reynolds,4.1,0787107123,9780787107123,4/1/1996,Audio Literature
You Don't Know Jack (NY Girlfriends  #2),Erin McCarthy,3.72,075821409X,9780758214096,10/1/2006,Brava
JPod,Douglas Coupland,3.69,1596911042,9781596911048,5/16/2006,Bloomsbury
The Hello  Goodbye Window,Norton Juster/Chris Raschka,3.87,0786809140,9780786809141,4/26/2005,Little  Brown Books for Young Readers
Demons,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,4.27,0375411224,9780375411229,10/24/2000,Everyman's Library
Naomi,Jun'ichirō Tanizaki/Anthony H. Chambers,3.69,0375724745,9780375724749,4/10/2001,Vintage
The Black Road (Diablo #2),Mel Odom,3.67,0743426916,9780743426916,4/2/2002,Star Trek
King Lear,William Shakespeare,3.91,074348276X,9780743482769,1/1/2004,Simon  Schuster
Grasping God's Word: A Hands-On Approach to Reading  Interpreting  and Applying the Bible,J. Scott Duvall/J. Daniel Hays,4.17,0310259665,9780310259664,8/2/2005,Zondervan Publishing Company
The World Treasury of Physics  Astronomy & Mathematics from Albert Einstein to Stephen W. Hawking & from Annie Dillard to John Updike,Timothy Ferris,4.13,0316281336,9780316281331,6/30/1993,Back Bay Books
Sacred Games (Sacred Games),Vikram Chandra,3.93,0061130354,9780061130359,1/9/2007,HarperCollins
Don Quixote: The Ormsby Translation  Revised  Backgrounds and Sources  Criticism,Miguel de Cervantes Saavedra/John Ormsby,3.87,0393090183,9780393090185,11/1/1980,W. W. Norton & Company
Voyager (Outlander  #3),Diana Gabaldon,4.39,0385335997,9780385335997,8/7/2001,Delta
The Spy Who Barked (Adam Sharp #1),George E. Stanley,3.43,0307264122,9780307264121,4/9/2002,Random House Books for Young Readers
The Sea Wolf,Jack London,4.04,1598184318,9781598184310,6/1/2005,Alan Rodgers Books
The Storm (The Lighthouse Family  #1),Cynthia Rylant/Preston McDaniels,4.18,068984882X,9780689848827,9/1/2003,Beach Lane Books
In Praise of Shadows,Jun'ichirō Tanizaki/Edward G. Seidensticker/Thomas J. Harper/Charles Moore,4.09,0918172020,9780918172020,12/1/1977,Leete's Island Books
We Are Michael Field,Emma Donoghue/Nick Drake,3.55,1899791663,9781899791668,10/1/1998,Absolute Press
The Namesake: A Portrait of the Film Based on the Novel by Jhumpa Lahiri,Mira Nair/Jhumpa Lahiri,4.05,1557047413,9781557047410,12/1/2006,Newmarket
Double Dealer (CSI: Crime Scene Investigation  #1),Max Allan Collins/Mike Flaherty,3.67,0743444043,9780743444040,4/1/2003,Pocket Books
The Divine Comedy  Vol. I: Inferno,Dante Alighieri/Mark Musa,4.0,0140444416,9780140444414,11/28/1984,Penguin Classics
Sailor Moo: Cow at Sea,Lisa Wheeler/Ponder Goembel,4.07,0689842198,9780689842191,7/1/2002,Atheneum/Richard Jackson Books
Once A Wolf: How Wildlife Biologists Fought to Bring Back the Gray Wolf,Stephen R. Swinburne/Jim Brandenburg,4.06,0618111204,9780618111206,2/26/2001,HMH Books for Young Readers
Plato  Not Prozac!: Applying Eternal Wisdom to Everyday Problems,Lou Marinoff,3.41,0060931361,9780060931360,8/1/2000,Harper Perennial
Achilles in Vietnam: Combat Trauma and the Undoing of Character,Jonathan Shay,4.25,0684813211,9780684813219,10/1/1995,Scribner
Golden Buddha (Oregon Files  #1),Clive Cussler/Craig Dirgo,3.9,0141010312,9780141010311,3/24/2005,Penguin Books
The End of Faith: Religion  Terror  and the Future of Reason,Sam Harris,3.93,0393327655,9780393327656,9/17/2005,W. W. Norton  Company
A Brief History of Time,Stephen Hawking,4.17,0553380168,9780553380163,9/1/1998,Bantam Books
Oathblood (Valdemar: Vows and Honor  #3),Mercedes Lackey,4.06,0886777739,9780886777739,4/1/1998,DAW
The Complete Works: The Revised Oxford Translation  Vol. 1,Aristotle/Jonathan Barnes,4.43,0691099502,9780691099507,9/1/1984,Bollingen/Princeton University Press (NJ)
The Poppy Seed Cakes,Margery Clark/Maud Petersham/Miska Petersham,4.37,0385074573,9780385074575,10/1/1964,Doubleday Books
Lysis/Phaedrus/Symposium: Plato on Homosexuality,Plato/Benjamin Jowett,4.47,0879756322,9780879756321,12/1/1991,Prometheus Books
Shattered Bonds: The Color of Child Welfare,Dorothy Roberts,4.19,0465070590,9780465070596,12/25/2002,Civitas Books
First Things First,Stephen R. Covey/A. Roger Merrill/Rebecca R. Merrill,4.1,0684802031,9780684802039,1/17/1996,Free Press
Death: The Time of Your Life (Death of the Endless  #2),Neil Gaiman/Chris Bachalo/Mark Buckingham/Mark Pennington/Claire Danes,4.22,1563893339,9781563893339,12/1/1997,Vertigo
Halloween,Richard Curtis,4.13,0553262963,9780553262964,9/1/1982,Bantam
The Ivory Tower,Henry James/Alan Hollinghurst/Ezra Pound,3.29,1590170784,9781590170786,2/29/2004,NYRB Classics
Starshield: Sentinels,Margaret Weis/Tracy Hickman,3.57,0345397606,9780345397607,11/17/1998,Del Rey
Beauty's Punishment,A.N. Roquelaure/Anne Rice,3.62,0452266629,9780452266629,6/1/1984,Plume
The Call of the Wild,Jack London/Gary Paulsen,3.86,0689856741,9780689856747,2/1/2003,Aladdin
Maison Ikkoku  Volume 7 (Maison Ikkoku  #7),Rumiko Takahashi,4.24,1591164850,9781591164852,10/26/2004,VIZ Media LLC
The Catcher in the Rye: Annotations and Study Aids,J.D. Salinger/Rudolph F. Rau,3.8,3125738083,9783125738089,12/1/1999,Klett
Hooked: Film Writings 1985-1988,Pauline Kael,4.05,0714529036,9780714529035,7/1/1990,Marion Boyars Publishers
Cook's Illustrated 2005 (Cook's Illustrated Annuals),Cook's Illustrated Magazine,4.57,0936184922,9780936184920,11/15/2005,America's Test Kitchen
